Experiment ID:,3817,
Experimetn Name:,CCA1 OX EXP25 ,

sample,biol. desc.,Exp. Cond,,anal.,date,method,params,data type,data window,attention,period,period err,phase by fit,phase to DW,phase err,amplitude by fit,amplitude err,phase method specific,phase to DW,phase err,amplitude method specific,amplitude err,phase by averaged peaks,phase to DW,phase err,amplitude by averaged peaks,amplitude err,phase by first peak,phase to DW,phase err,amplitude by first peak,amplitude err,GOF,ERR,
28,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,29.32,0.0,18.04,18.04,0.0,629.0,0.0,18.0,18.0,0.0,776.0,0.0,17.98,17.98,0.04,776.0,0.025431,18.0,18.0,0.0,776.0,0.0,0.284272,0.284272,
28,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,29.04,1.22,18.23,18.23,0.0,581.0,0.0,18.28,18.28,0.0,596.0,0.0,18.29,18.29,1.923,805.0,73.25,17.3,17.3,0.0,716.0,0.0,0.278114,0.059651,

29,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,28.73,0.895287,10.25,10.25,0.0,707.0,0.0,9.58,9.58,1.38,825.0,244.8,7.8,7.8,3.348,917.0,365.6,6.2,6.2,0.0,719.0,0.0,0.519968,0.296727,
29,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,30.5,0.0,7.77,7.77,0.0,696.0,0.0,6.0,6.0,0.0,842.0,0.0,6.0,6.0,0.0,842.0,0.027286,6.0,6.0,0.0,842.0,0.0,0.69395,0.69395,
29,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,29.01,1.22,9.37,9.37,0.0,750.0,0.0,9.24,9.24,0.0,732.0,0.0,7.16,7.16,1.681,909.0,38.75,6.3,6.3,0.0,927.0,0.0,0.5401,0.055991,

30,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,29.25,0.713942,25.93,25.93,0.0,291.9,0.0,25.47,25.47,6.386,307.3,70.9,27.82,27.82,4.965,419.5,249.9,23.0,23.0,0.0,325.5,0.0,0.310661,0.230719,
30,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,29.240000000000002,0.0,25.94,25.94,0.0,291.9,0.0,25.8,25.8,0.0,291.3,0.0,25.83,25.83,0.061101,291.3,0.011765,25.8,25.8,0.0,291.3,0.0,0.682119,0.682119,
30,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,30.67,1.37,25.06,25.06,0.0,291.8,0.0,25.07,25.07,0.0,279.1,0.0,24.63,24.63,3.202,380.3,30.38,22.9,22.9,0.0,390.9,0.0,0.542475,0.047664,

31,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,29.46,1.158,11.67,11.67,0.0,580.0,0.0,11.68,11.68,2.438,622.0,204.4,11.41,11.41,0.140475,725.0,258.7,11.4,11.4,0.0,666.0,0.0,0.553921,0.328617,
31,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,29.32,0.0,11.83,11.83,0.0,582.0,0.0,11.2,11.2,0.0,666.0,0.0,11.25,11.25,0.083267,665.0,0.131436,11.2,11.2,0.0,666.0,0.0,0.645264,0.645264,
31,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,29.19,0.84,11.5,11.5,0.0,579.0,0.0,11.5,11.5,0.0,554.0,0.0,10.71,10.71,3.294,643.0,138.9,12.4,12.4,0.0,563.0,0.0,0.658352,0.037627,

32,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,29.84,1.253,18.88,18.88,0.0,179.1,0.0,18.41,18.41,2.181,169.5,36.9,18.13,18.13,3.662,246.9,106.6,18.2,18.2,0.0,307.8,0.0,0.338276,0.217699,
32,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,30.740000000000002,0.0,18.08,18.08,0.0,177.1,0.0,17.7,17.7,0.0,220.6,0.0,17.69,17.69,0.061101,220.6,0.008782,17.7,17.7,0.0,220.6,0.0,0.566666,0.566666,
32,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,30.22,1.37,18.56,18.56,0.0,163.7,0.0,18.5,18.5,0.0,170.1,0.0,17.31,17.31,4.563,259.3,83.06,18.7,18.7,0.0,304.6,0.0,0.404305,0.060768,

33,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,19.22,1.596,7.6,7.6,0.0,90.42,0.0,7.65,7.65,4.562,98.05,68.64,7.27,7.27,2.795,136.1,22.86,6.1,6.1,0.0,148.7,0.0,0.739497,0.700051,
33,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,35.0,0.0,13.14,13.14,0.0,122.3,0.0,12.4,12.4,0.0,155.0,0.0,12.4,12.4,0.0,155.0,4.0647879984514665E-8,12.4,12.4,0.0,155.0,0.0,0.825946,0.825946,
33,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,X,39.68,2.37,7.44,7.44,0.0,141.6,0.0,7.45,7.45,0.0,140.0,0.0,5.56,5.56,1.245,184.6,12.17,6.0,6.0,0.0,188.9,0.0,0.756031,0.082996,

34,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,33.39,2.122,30.35,30.35,0.0,482.3,0.0,30.380000000000003,30.380000000000003,3.702,486.4,183.8,29.26,29.26,0.127279,563.0,8.075,29.3,29.3,0.0,560.0,0.0,0.658,0.377878,
34,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,33.120000000000005,0.0,30.63,30.63,0.0,479.4,0.0,28.7,28.7,0.0,593.0,0.0,28.69,28.69,0.028284,593.0,0.022559,28.7,28.7,0.0,593.0,0.0,0.632307,0.632307,
34,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,33.84,2.29,30.24,30.24,0.0,478.3,0.0,30.17,30.17,0.0,457.5,0.0,32.25,32.25,4.497,541.0,28.44,29.0,29.0,0.0,452.8,0.0,0.711458,0.092431,

35,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,25.58,1.357,15.59,15.59,0.0,307.7,0.0,15.509999999999998,15.509999999999998,2.801,330.5,122.5,15.45,15.45,1.502,362.9,103.4,15.0,15.0,0.0,345.4,0.0,0.674844,0.370651,
35,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,26.84,0.0,13.65,13.65,0.0,310.3,0.0,13.4,13.4,0.0,309.6,0.0,13.43,13.43,0.061101,309.6,0.016261,13.4,13.4,0.0,309.6,0.0,0.755155,0.755155,
35,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,26.47,1.04,13.92,13.92,0.0,324.5,0.0,13.99,13.99,0.0,335.3,0.0,13.63,13.63,1.077,349.9,6.481,13.7,13.7,0.0,353.5,0.0,0.643239,0.050167,

36,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,28.06,0.78247,15.96,15.96,0.0,472.4,0.0,15.809999999999999,15.809999999999999,1.564,484.9,96.06,15.44,15.44,0.28,542.0,14.51,15.3,15.3,0.0,549.0,0.0,0.433809,0.198103,
36,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,28.04,0.0,15.98,15.98,0.0,472.3,0.0,15.2,15.2,0.0,561.0,0.0,15.23,15.23,0.061101,561.0,0.131701,15.2,15.2,0.0,561.0,0.0,0.418235,0.418235,
36,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,27.96,1.15,15.87,15.87,0.0,445.7,0.0,15.87,15.87,0.0,441.9,0.0,15.47,15.47,0.981699,586.0,10.24,15.0,15.0,0.0,592.0,0.0,0.410779,0.057694,

37,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,29.05,0.756626,23.84,23.84,0.0,80.39,0.0,23.21,23.21,1.093,93.61,16.51,26.88,26.88,7.506,119.5,67.74,19.6,19.6,0.0,50.06,0.0,0.302876,0.17637,
37,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,28.54,0.0,24.27,24.27,0.0,80.56,0.0,24.2,24.2,0.0,79.75,0.0,24.23,24.23,0.061101,79.76,0.001365,24.2,24.2,0.0,79.75,0.0,0.828109,0.828109,
37,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,33.73,3.45,19.19,19.19,0.0,69.19,0.0,19.39,19.39,0.0,69.84,0.0,20.29,20.29,7.029,77.31,0.217557,17.8,17.8,0.0,77.23,0.0,0.781466,0.119731,

38,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,26.2,0.660507,20.52,20.52,0.0,366.7,0.0,20.29,20.29,1.212,364.9,88.69,19.9,19.9,0.4,392.4,114.5,19.9,19.9,0.0,382.4,0.0,0.460587,0.243053,
38,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,26.240000000000002,0.0,20.47,20.47,0.0,366.8,0.0,20.0,20.0,0.0,405.1,0.0,19.99,19.99,0.061101,405.1,0.020823,20.0,20.0,0.0,405.1,0.0,0.614807,0.614807,
38,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,25.72,1.63,20.74,20.74,0.0,346.9,0.0,20.62,20.62,0.0,334.5,0.0,19.91,19.91,0.950228,395.4,32.86,19.6,19.6,0.0,413.2,0.0,0.432244,0.068217,

39,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,17.11,0.441249,13.18,13.18,0.0,175.0,0.0,13.079999999999998,13.079999999999998,1.341,172.5,62.55,14.9,14.9,3.628,211.3,146.4,15.6,15.6,0.0,115.2,0.0,0.46811,0.362609,
39,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,34.379999999999995,0.0,25.98,25.98,0.0,93.56,0.0,28.6,28.6,0.0,250.4,0.0,28.61,28.61,0.028284,250.4,0.026915,28.6,28.6,0.0,250.4,0.0,0.844804,0.844804,
39,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,17.45,0.59,12.36,12.36,0.0,145.2,0.0,12.35,12.35,0.0,143.0,0.0,12.32,12.32,2.536,163.0,41.47,11.9,11.9,0.0,174.9,0.0,0.814583,0.043716,

40,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,16.94,1.083,7.58,7.58,0.0,24.79,0.0,7.99,7.99,3.57,25.78,19.16,8.5,8.5,5.198,47.8,15.81,5.6,5.6,0.0,32.85,0.0,0.786589,0.743212,
40,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,34.66,0.0,2.76,2.76,0.0,4.688,0.0,6.1,6.1,0.0,51.29,0.0,6.12,6.12,0.056569,51.3,0.009832,6.1,6.1,0.0,51.29,0.0,0.801652,0.801652,
40,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,X,11.61,0.2,5.62,5.62,0.0,30.63,0.0,5.63,5.63,0.0,30.47,0.0,6.1,6.1,2.421,40.82,33.17,6.0,6.0,0.0,39.73,0.0,0.753889,0.022396,

41,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,30.13,0.917552,15.99,15.99,0.0,188.0,0.0,15.809999999999999,15.809999999999999,1.653,209.8,36.75,14.77,14.77,0.779487,226.8,84.61,15.2,15.2,0.0,202.9,0.0,0.350016,0.175167,
41,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,29.58,0.0,16.46,16.46,0.0,188.9,0.0,15.5,15.5,0.0,212.4,0.0,15.49,15.49,0.083267,212.4,0.005436,15.5,15.5,0.0,212.4,0.0,0.647867,0.647867,
41,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,31.32,1.89,14.6,14.6,0.0,168.2,0.0,14.7,14.7,0.0,171.3,0.0,14.21,14.21,1.019,197.1,16.6,14.8,14.8,0.0,188.5,0.0,0.552504,0.081342,

42,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,IGNORED,407.0,97.12,251.6,251.6,0.0,626.0,0.0,252.2,252.2,48.57,514.0,235.4,0.0,0.0,0.0,69.28,0.0,0.0,0.0,0.0,69.28,0.0,1.0,0.457977,
42,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,28.380000000000003,0.0,6.83,6.83,0.0,19.65,0.0,7.1,7.1,0.0,19.89,0.0,7.12,7.12,0.04,19.89,8.820086309665253E-4,7.1,7.1,0.0,19.89,0.0,1.0,1.0,
42,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,15.71,0.73,13.21,13.21,0.0,11.26,0.0,13.24,13.24,0.0,11.02,0.0,13.88,13.88,4.47,24.28,13.86,13.2,13.2,0.0,20.83,0.0,0.704946,0.058109,

43,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,31.75,0.973955,19.01,19.01,0.0,290.2,0.0,19.119999999999997,19.119999999999997,74.2,287.3,51.72,19.08,19.08,0.896289,296.3,69.19,19.6,19.6,0.0,334.2,0.0,0.434366,0.180021,
43,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,30.78,0.0,19.68,19.68,0.0,289.9,0.0,18.4,18.4,0.0,330.3,0.0,18.35,18.35,0.083267,330.3,0.027587,18.4,18.4,0.0,330.3,0.0,0.473125,0.473125,
43,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,31.98,2.01,18.63,18.63,0.0,262.9,0.0,18.58,18.58,0.0,264.4,0.0,17.22,17.22,1.96,315.6,67.73,18.2,18.2,0.0,343.0,0.0,0.35926,0.063102,

44,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,27.78,2.094,18.0,18.0,0.0,151.7,0.0,17.72,17.72,4.997,140.4,47.25,17.75,17.75,1.582,156.1,39.38,18.2,18.2,0.0,144.4,0.0,0.683734,0.336538,
44,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,28.16,0.0,17.42,17.42,0.0,150.5,0.0,15.4,15.4,0.0,174.0,0.0,15.37,15.37,0.061101,174.0,0.00735,15.4,15.4,0.0,174.0,0.0,0.80253,0.80253,
44,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,27.25,1.83,18.05,18.05,0.0,129.7,0.0,17.95,17.95,0.0,127.7,0.0,17.48,17.48,1.069,135.2,11.2,18.1,18.1,0.0,141.5,0.0,0.649818,0.072869,

45,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,27.64,1.501,13.81,13.81,0.0,110.1,0.0,13.28,13.28,3.075,108.2,31.27,13.36,13.36,2.841,129.9,45.28,14.8,14.8,0.0,134.5,0.0,0.576947,0.289002,
45,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,27.66,0.0,13.78,13.78,0.0,110.1,0.0,13.8,13.8,0.0,111.8,0.0,13.81,13.81,0.061101,111.8,0.004883,13.8,13.8,0.0,111.8,0.0,0.703163,0.703163,
45,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,26.87,0.71,14.2,14.2,0.0,113.8,0.0,14.22,14.22,0.0,117.1,0.0,14.76,14.76,1.161,120.8,6.472,14.2,14.2,0.0,116.8,0.0,0.471736,0.044812,

46,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,28.88,0.619696,14.41,14.41,0.0,389.4,0.0,14.19,14.19,1.193,398.8,77.87,13.39,13.39,0.151438,521.0,7.94,13.3,13.3,0.0,525.0,0.0,0.342353,0.195261,
46,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,28.8,0.0,14.49,14.49,0.0,388.9,0.0,13.2,13.2,0.0,531.0,0.0,13.2,13.2,0.0,531.0,0.061851,13.2,13.2,0.0,531.0,0.0,0.321228,0.321228,
46,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,29.31,1.68,13.75,13.75,0.0,379.1,0.0,13.91,13.91,0.0,369.3,0.0,12.49,12.49,0.42,553.0,42.38,12.7,12.7,0.0,541.0,0.0,0.296587,0.062038,

47,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,30.11,0.820073,10.72,10.72,0.0,281.4,0.0,9.81,9.81,1.845,292.3,116.5,10.12,10.12,1.721,319.5,95.87,11.0,11.0,0.0,202.4,0.0,0.711746,0.398563,
47,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,29.1,0.0,12.47,12.47,0.0,284.6,0.0,11.4,11.4,0.0,334.0,0.0,11.4,11.4,8.20464079523654E-15,333.9,0.085924,11.4,11.4,0.0,334.0,0.0,0.844445,0.844445,
47,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,28.57,1.59,12.33,12.33,0.0,279.2,0.0,12.33,12.33,0.0,271.1,0.0,11.66,11.66,2.473,315.8,19.53,13.0,13.0,0.0,313.5,0.0,0.629368,0.071222,

48,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,23.67,1.697,21.04,21.04,0.0,57.55,0.0,21.020000000000003,21.020000000000003,2.254,51.75,28.67,21.41,21.41,5.078,81.94,25.85,18.6,18.6,0.0,86.29,0.0,0.590687,0.55401,
48,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,26.12,0.0,19.75,19.75,0.0,51.96,0.0,17.3,17.3,0.0,68.7,0.0,17.28,17.28,0.04,68.69,0.008213,17.3,17.3,0.0,68.7,0.0,0.905577,0.905577,
48,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,23.29,1.06,21.62,21.62,0.0,57.2,0.0,21.74,21.74,0.0,56.97,0.0,0.09,0.09,4.981,85.96,22.32,3.3,3.3,0.0,87.59,0.0,0.617835,0.059876,

49,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,29.32,0.390121,18.51,18.51,0.0,919.0,0.0,18.47,18.47,1.206,949.0,77.83,18.08,18.08,0.04,1066.0,2.863,18.1,18.1,0.0,1067.0,0.0,0.197948,0.082013,
49,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,29.380000000000003,0.0,18.45,18.45,0.0,918.0,0.0,17.8,17.8,0.0,1078.0,0.0,17.75,17.75,0.083267,1078.0,0.021568,17.8,17.8,0.0,1078.0,0.0,0.154792,0.154792,
49,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,29.44,1.68,18.38,18.38,0.0,840.0,0.0,18.39,18.39,0.0,869.0,0.0,17.76,17.76,1.828,1073.0,175.0,16.8,16.8,0.0,991.0,0.0,0.187876,0.067165,

50,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,28.22,0.755019,12.29,12.29,0.0,768.0,0.0,11.7,11.7,1.441,785.0,252.7,11.85,11.85,0.742249,847.0,118.1,12.2,12.2,0.0,670.0,0.0,0.630599,0.321911,
50,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,28.72,0.0,11.67,11.67,0.0,771.0,0.0,11.1,11.1,0.0,812.0,0.0,11.11,11.11,0.083267,812.0,0.42302,11.1,11.1,0.0,812.0,0.0,0.663931,0.663931,
50,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,28.25,1.15,11.75,11.75,0.0,770.0,0.0,11.73,11.73,0.0,756.0,0.0,12.05,12.05,3.279,780.0,23.7,11.8,11.8,0.0,794.0,0.0,0.631108,0.055704,

51,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,34.38,1.208,22.34,22.34,0.0,174.5,0.0,22.010000000000005,22.010000000000005,1.794,164.9,37.78,21.21,21.21,0.59397,208.0,40.3,21.0,21.0,0.0,222.3,0.0,0.443101,0.229109,
51,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,35.0,0.0,21.92,21.92,0.0,173.9,0.0,20.5,20.5,0.0,211.3,0.0,20.5,20.5,0.0,211.3,2.2896280598422153E-6,20.5,20.5,0.0,211.3,0.0,0.547746,0.547746,
51,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,X,35.09,2.45,22.01,22.01,0.0,124.1,0.0,21.97,21.97,0.0,131.2,0.0,21.7,21.7,4.822,243.9,66.72,20.0,20.0,0.0,220.3,0.0,0.453758,0.075114,

52,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,29.81,0.699812,4.65,4.65,0.0,477.6,0.0,4.23,4.23,1.255,591.0,147.6,1.95,1.95,3.595,826.0,274.3,2.79,2.79,0.0,948.0,0.0,0.351192,0.249746,
52,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,32.900000000000006,0.0,32.09,32.09,0.0,537.0,0.0,30.8,30.8,0.0,788.0,0.0,30.8,30.8,5.0242958677880805E-15,788.0,0.029022,30.8,30.8,0.0,788.0,0.0,0.570805,0.570805,
52,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,30.85,1.89,3.03,3.03,0.0,550.0,0.0,2.94,2.94,0.0,567.0,0.0,1.62,1.62,0.321455,704.0,14.97,1.5,1.5,0.0,711.0,0.0,0.464175,0.063977,

53,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,26.9,0.866953,15.06,15.06,0.0,470.6,0.0,14.349999999999998,14.349999999999998,1.74,465.6,123.8,14.5,14.5,0.2,537.0,34.03,14.6,14.6,0.0,545.0,0.0,0.469891,0.265893,
53,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,27.5,0.0,14.52,14.52,0.0,475.2,0.0,14.0,14.0,0.0,533.0,0.0,14.0,14.0,0.0,533.0,0.009408,14.0,14.0,0.0,533.0,0.0,0.560129,0.560129,
53,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,26.7,1.04,14.84,14.84,0.0,446.9,0.0,14.82,14.82,0.0,461.5,0.0,14.37,14.37,0.90185,506.0,8.868,14.8,14.8,0.0,503.0,0.0,0.48025,0.053339,

54,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,24.12,0.520455,20.69,20.69,0.0,133.8,0.0,20.650000000000002,20.650000000000002,0.896145,139.1,32.38,21.59,21.59,4.355,227.7,150.3,20.4,20.4,0.0,264.7,0.0,0.262406,0.232782,
54,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,25.02,0.0,19.87,19.87,0.0,136.7,0.0,19.2,19.2,0.0,147.4,0.0,19.25,19.25,0.083267,147.4,0.010533,19.2,19.2,0.0,147.4,0.0,0.735342,0.735342,
54,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,,25.02,1.22,19.77,19.77,0.0,139.4,0.0,19.66,19.66,0.0,139.5,0.0,21.72,21.72,6.857,207.8,103.9,22.0,22.0,0.0,237.9,0.0,0.476785,0.149419,

55,CCA1:Root tip (1),LIV,,7507,11-Dec-2015,FFT NLLS,raw min-96.0 p(15-35),raw,min-96.0,,33.4,4.332,18.66,18.66,0.0,104.6,0.0,18.659999999999997,18.659999999999997,7.215,104.5,34.51,18.7,18.7,5.0242958677880805E-15,104.5,0.0,18.7,18.7,0.0,104.5,0.0,0.727657,0.330239,
55,CCA1:Root tip (1),LIV,,7508,11-Dec-2015,MFourFit,raw min-96.0 p(15-35),raw,min-96.0,,34.54,0.0,17.23,17.23,0.0,105.2,0.0,19.0,19.0,0.0,136.1,0.0,18.98,18.98,0.056569,136.1,0.026049,19.0,19.0,0.0,136.1,0.0,0.678876,0.678876,
55,CCA1:Root tip (1),LIV,,7509,11-Dec-2015,Spectrum Resampling,raw min-96.0 p(15-35),raw,min-96.0,X,35.33,3.18,16.62,16.62,0.0,111.8,0.0,16.99,16.99,0.0,110.0,0.0,18.44,18.44,1.796,129.5,3.636,17.8,17.8,0.0,130.8,0.0,0.644047,0.107031,

